Diima's Glacial Aegis,151977
Doomfire Dynamo,152031
Doomwalker Warboots,152009
Douli of Chi'Ji,152145
Drape of the Spirited Hunt,151938
Drape of Venerated Spirits,152167
Dreadwake Bonecage,152112
Dreadwake Gauntlets,152114
Dreadwake Greatcloak,152113
Dreadwake Helm,152115
Dreadwake Legplates,152116
Dreadwake Pauldrons,152117
Droplets of the Cleansing Storm,152061
Eidolon of Life,152051
Electrostatic Lasso,151967
Enhanced Worldscorcher Cinch,151951
Enthralling Chain Armor,152366
Eredar Warcouncil Sabatons,152011
Essence of the Burgeoning Brood,152053
Eye of,151974
Eye of F'harg,153544
Eye of Shatug,152645
Fallen Avenger's Amice,151950
Fallen Magi's Seerstone,152024
Fasces of the Endless Legions,152293
Fel Mistress' Brand,152294
Fel-Absorbant Wristbands,152356
Fel-Engraved Handbell,152049
Felflame Inferno Shoulderpads,152413
Fel-Linked Crushers,152368
Felreaper Drape,152119
Felreaper Gloves,152120
Felreaper Hood,152121
Felreaper Leggings,152122
Felreaper Spaulders,152123
Felreaper Vest,152118
Fel-Spike Shoulderpads,152363
Fervent Twilight Legwraps,151946
Fiendish Logistician's Wristwraps,151992
Flamelicked Girdle,152021
Fleet Commander's Hauberk,151994
Flickering Ember of Rage,155849
Forgefiend's Fabricator,151963
Fraternal Fervor,152291
Frigid Earring,152346
Frigid Gloomstone,152040
Garothi Feedback Conduit,151956
Gauntlets of Barbaric Cruelty,152375
General Erodus' Tricorne,151985
Gilded Seraph's Amice,152159
Gilded Seraph's Crown,152156
Gilded Seraph's Drape,152154
Gilded Seraph's Handwraps,152155
Gilded Seraph's Leggings,152157
Gilded Seraph's Robes,152158
Gloves of Abhorrent Strategies,152084
Gloves of Barbarous Feats,152360
Gloves of Grim Direction,152350
Gloves of the Dashing Scoundrel,152162
Gloves of the Fierce Gladiator,149401
Gloves of Venerated Spirits,152168
Gore-Soaked Legplates,152377
Gorshalach's Legacy,152093
Gravitational Condensate,152027
Greatboots of the Searing Tempest,152684
Greatcloak of the Dark Pantheon,152062
Greaves of Mercurial Allegiance,152015
Greaves of the Felblade Defenders,152682
Grim Inquisitor's Cloak,152172
Grim Inquisitor's Death Mask,152174
Grim Inquisitor's Gloves,152173
Grim Inquisitor's Leggings,152175
Grim Inquisitor's Robes,152176
Grim Inquisitor's Shoulderguards,152177
Grips of Chi'Ji,152144
Grips of Hungering Shadows,152086
Grond-Father Girdle,152022
Harness of Oppressing Dark,151980
Headdress of Living Brambles,152681
Headdress of Venerated Spirits,152169
Heedless Eradication Gauntlets,151998
Hellfire Ignition Switch,152036
Helm of the Fierce Gladiator,149397
Helm of the Vigilant Eye,152369
Helmet of the Hidden Sanctuary,152013
Highfather's Machination,152289
Hoarfrost-Beast Talon,152042
Horned Hood of Retaliation,152361
Horror Fiend-Scale Breastplate,152088
Hulking Demolisher Legplates,153019
Imonar's Demi-Gauntlets,152687
Impenetrable Garothi Breastplate,152090
Imp-Overseer's Vest,152358
Ironvine Thorn,152047
Ishkar's Felshield Emitter,151957
Juggernaut Breastplate,152178
Juggernaut Cloak,152179
Juggernaut Gauntlets,152180
Juggernaut Helm,152181
Juggernaut Legplates,152182
Juggernaut Pauldrons,152183
Kin'garoth's Oil-Sump,152055
Lady Dacidion's Silk Slippers,151945
Leggings of Chi'Ji,152146
Leggings of Heinous Acts,152362
Leggings of the Fierce Gladiator,149399
Leggings of the Sable Stalkers,151993
Leggings of Venerated Spirits,152170
Legguards of Doomed Chattel,152370
Legguards of Numbing Gloom,152003
Legionsteel Flywheel,151961
Legwraps of the Seasoned Exterminator,152424
Life-Bearing Footpads,151981
Light's Vanguard Breastplate,152148
Light's Vanguard Gauntlets,152150
Light's Vanguard Greatcloak,152149
Light's Vanguard Helm,152151
Light's Vanguard Legplates,152152
Light's Vanguard Shoulderplates,152153
Lightshield Amplifier,152043
Loop of the Life-Binder,152688
Lurid Grips of the Obscene,151984
Magma-Spattered Smock,151948
Man'ari Pyromancer Cuffs,151953
Meditation Spheres of Chi'Ji,152147
Mesmerizing Soul Hood,152351
Meto's Orb of Entropy,152344
Miniaturized Cosmic Beacon,155846
Molten Bite Handguards,152012
Mote of the Forgemaster,155855
Mysterious Petrified Egg,152050
Nathrezim Battle Girdle,152020
Nathrezim Incisor,152092
Nathrezim Shade-Walkers,151997
Nefarious Light-Step Slippers,152349
Neuroshock Electrode,152060
Nexus Conductor's Headgear,152001
Obliterator Propellant,152034
Occularus' Unblemished Lens,152347
Pants of the Dashing Scoundrel,152164
Pauldrons of the Eternal Offensive,152019
Pauldrons of the Fierce Gladiator,149400
Pauldrons of the Soulburner,152004
Pauldrons of Venerated Spirits,152171
Poison-Barbed Bracers,152373
Portal Keeper's Cincture,151990
Preysnare Vicegrips,151999
Prototype Personnel Decimator,151962
Prototype Titan-Disc,152026
Pyretic Bronze Clasp,152038
Reality-Splitting Wristguards,152008
Reorigination Spark,155851
Riftworld Codex,151976
Rime of the Spirit Realm,155850
Riveted Choker of Delirium,151966
Robes of Demonic Purpose,152353
Robes of the Forsaken Dreadlord,151995
Robes of Venerated Spirits,152166
Root of the Lifebinder,155854
Runebound Cape,152136
Runebound Collar,152138
Runebound Gloves,152137
Runebound Leggings,152139
Runebound Mantle,152141
Runebound Tunic,152140
Sabatons of Ceaseless Assault,152367
Sandals of the Reborn Colossus,151940
Sash of Diabolic Preparation,152355
Sash of the Gilded Rose,152007
Scalding Shatterguards,152280
Scourge of Perverse Desire,152030
Seal of the Portalmaster,152063
Seeping Scourgewing,151964
Serpentstalker Drape,152131
Serpentstalker Grips,152132
Serpentstalker Helmet,152133
Serpentstalker Legguards,152134
Serpentstalker Mantle,152135
Serpentstalker Tunic,152130
Shadowfused Chain Coif,152000
Shadow-Singed Fang,151968
Sheath of Asara,151971
Shivarran Cachabon,152029
Shoulderguards of Indomitable Purpose,152416
Shoulderguards of the Despondent Masses,152371
Shoulderpads of the Dashing Scoundrel,152165
Shoulderpads of the Demonic Blitz,151988
Sinuous Kerapteron Bindings,152087
Sliver of Corruption,152033
Smoldering Titanguard,151978
Sotanathor's Thundering Hoof,152348
Soul Crushing Stompers,152374
Soulhunter's Cowl,151944
Soul-Siphon Mantle,151949
Soul-Tempered Chestplate,152017
Spark of Everburning Light,152044
Spaulders of the Relentless Tracker,151989
Spaulders of Vile Determination,152379
Spike of Immortal Command,152292
Sporemound Seedling,152052
Spurting Reaver Heart,152028
Stormcaller's Fury,152058
Subjugated Drudge's Leggings,152352
Sublimating Portal Frost,152041
Svirax's Grim Trophy,152295
Tainted Corruptor's Vambraces,152381
Tarratus Keystone,151958
Terminus Signaling Beacon,151969
Thu'rayan Lash,152025
Titan-Subjugator's Visage,152014
Tormentor's Brand,152037
Treads of the Fierce Gladiator,149403
Tunic of Chi'Ji,152142
Twisted Engineer's Fel-Infuser,152032
Unwavering Soul Essence,152054
Vambraces of Life's Assurance,152023
Varimathras' Shattered Manacles,152281
Venerated Puresoul Idol,152045
Vest of the Dashing Scoundrel,152160
Vest of Unfathomable Anguish,151979
Vestments of Enflamed Blight,151947
Vicious Flamepaws,151983
Vile Drifter's Footpads,152359
Vilemus' Bile,152345
Viscous Reaver-Coolant,152039
Vitality Resonator,151970
Volatile Soul Fragment,155852
Vulcanarcore Pendant,151965
Waistguard of Devilish Deeds,152372
Waistguard of Fel Magics,152380
Whisperstep Runners,151939
Whistling Ulna,152059
World-Ravager Waistguard,152683
Wristguards of Ominous Forging,152089
Wristguards of the Dark Keepers,152091
Zealous Tormentor's Ring,152284
Bracers of the Demonic Gladiator,149431
Chest of the Demonic Gladiator,149425
Cinch of the Demonic Gladiator,149429
Cloak of the Demonic Gladiator,149432
Gloves of the Demonic Gladiator,149428
Helm of the Demonic Gladiator,149424
Leggings of the Demonic Gladiator,149426
Pauldrons of the Demonic Gladiator,149427
Treads of the Demonic Gladiator,149430
Bracers of the Dominant Gladiator,149413
Bracers of the Ferocious Gladiator,146842
Chest of the Dominant Gladiator,149407
Chest of the Ferocious Gladiator,146836
Cinch of the Dominant Gladiator,149411
Cinch of the Ferocious Gladiator,146840
Cloak of the Dominant Gladiator,149414
Cloak of the Ferocious Gladiator,146843
Gloves of the Dominant Gladiator,149410
Gloves of the Ferocious Gladiator,146839
Helm of the Dominant Gladiator,149406
Helm of the Ferocious Gladiator,146835
Leggings of the Dominant Gladiator,149408
Leggings of the Ferocious Gladiator,146837
Pauldrons of the Dominant Gladiator,149409
Pauldrons of the Ferocious Gladiator,146838
Treads of the Dominant Gladiator,149412
Treads of the Ferocious Gladiator,146841
Acherus Drapes,132376
Achor` the Eternal Hunger,137014
Aegisjalmur` the Armguards of Awe,140846
Aggramar's Stride,132443
Ailuro Pouncers,137024
Akainu's Absolute Justice,137084
Al'Akir's Acrimony,137102
Al'maiesh` the Cord of Hope,132445
Alythess's Pyrogenics,132460
Aman'Thul's Vision,154172
Aman'Thul's Wisdom,137072
Anger of the Half-Giants,137038
Anund's Seared Shackles,132409
Anvil-Hardened Wristwraps,144277
Ararat's Bloodmirror,151822
Archavon's Heavy Hand,137060
Archimonde's Hatred Reborn,144249
Ashes to Dust,144358
Ayala's Stone Heart,137052
Behemoth Headdress,151801
Belo'vir's Final Stand,133977
Breastplate of the Golden Val'kyr,137017
Butcher's Bone Apron,144361
Call of the Wild,137101
Ceann-Ar Charger,137088
Celerity of the Windrunners,151803
Celumbra` the Night's Dichotomy,146666
Cenedril` Reflector of Hatred,137019
Chain of Thrayn,137086
Chameleon Song,151783
Chaos Theory,151798
Chatoyant Signet,137040
Cinidaria` the Symbiote,133976
Cloak of Fel Flames,137066
Cold Heart,151796
Consort's Cold Core,144293
Contained Infernal Core,151809
Cord of Infinity,132442
Cord of Maiev` Priestess of the Moon,133800
Darckli's Dragonfire Diadem,132863
Death March,144280
Delusions of Grandeur,144279
Denial of the Half-Giants,137100
Destiny Driver,137018
Doorway to Nowhere,151784
Draugr` Girdle of the Everlasting King,132441
Drinking Horn Cover,137097
Dual Determination,137041
Duskwalker's Footpads,137030
Echoes of the Great Sundering,137074
Edraith` Bonds of Aglaya,137095
Ei'thas` Lunar Glides of Eramas,137028
Ekowraith` Creator of Worlds,137015
Elemental Rebalancers,137036
Elize's Everlasting Encasement,137067
Emalon's Charged Core,137616
Entrancing Trousers of An'juna,132447
Essence of Infusion,137026
Estel` Dejahna's Inspiration,132861
Eye of Collidus the Warp-Watcher,137045
Eye of the Twisting Nether,137050
Feretory of Souls,132456
Fiery Red Maimers,144354
Fire in the Deep,151785
Firestone Walkers,137027
Focuser of Jonat` the Elder,137051
Fragment of the Betrayer's Prison,138854
Frizzo's Fingertrap,137043
Fundamental Observation,137063
Fury of Nature,151802
Gai Plin's Soothing Sash,137079
Gravity Spiral,144274
Greenskin's Waterlogged Wristcuffs,137099
Heart of the Void,151814
Heathcliff's Immortality,137047
Helbrine` Rope of the Mist Marauder,137082
Hidden Master's Forbidden Touch,137057
Hood of Eternal Disdain,132394
Ice Time,144260
Ilterendi` Crown Jewel of Silvermoon,137046
Impeccable Fel Essence,137039
Inner Hallation,151786
Insignia of Ravenholdt,137049
Insignia of the Grand Army,152626
Intact Nazjatar Molting,137085
Jewel of the Lost Abbey,137044
Justice Gaze,137065
Kakushan's Stormscale Gauntlets,137108
Kam Xi'raff,144244
Katsuo's Eclipse,137029
Kazzak's Final Curse,132374
Kazzalax` Fujieda's Fury,137053
Kil'jaeden's Burning Wish,144259
Kirel Narak,138949
Koltira's Newfound Will,132366
Koralon's Burning Touch,132454
Lady and the Child,144295
Lady Vashj's Grasp,132411
Lana'thel's Lament,133974
Leggings of The Black Flame,137068
Lessons of Space-Time,144369
Liadrin's Fury Unleashed,137048
Loramus Thalipedes' Sacrifice,137022
Luffa Wrappings,137056
Magistrike Restraints,132407
Magnetized Blasting Cap Launcher,141353
Magtheridon's Banished Bracers,138140
Mangaza's Madness,132864
Mannoroth's Bloodletting Manacles,137107
Mantle of the First Kirin Tor,151808
Mantle of the Master Assassin,144236
Maraad's Dying Breath,144273
March of the Legion,137220
Marquee Bindings of the Sun King,132406
MKII Gyroscopic Stabilizer,144303
Mo'arg Bionic Stabilizers,137090
Mother Shahraz's Seduction,132437
Muze's Unwavering Will,132450
Mystic Kilt of the Rune Master,132451
Naj'entus's Vertebrae,137087
N'ero` Band of Promises,137276
Nesingwary's Trapping Treads,137034
Nobundo's Redemption,137104
Norgannon's Foresight,132455
Oakheart's Puny Quods,144432
Oblivion's Embrace,151799
Obsidian Stone Spaulders,137076
Odr` Shawl of the Ymirjar,132375
Oneth's Intuition,137092
Ovyd's Winter Wrap,138879
Parsel's Tongue,151805
Perseverance of the Ebon Martyr,132459
Petrichor Lagniappe,137096
Phyrix's Embrace,132449
Pillars of Inmost Light,151812
Pillars of the Dark Portal,132357
Power Cord of Lethtendris,132457
Praetorian's Tidecallers,137058
Pristine Proto-Scale Girdle,137083
Promise of Elune` the Moon Goddess,137023
Prydaz` Xavaric's Magnum Opus,132444
Pyrotex Ignition Cloth,144355
Qa'pla` Eredun War Order,137227
Raddon's Cascading Eyes,137061
Radiant Moonlight,151800
Rammal's Ulterior Motive,144247
Rattlegore Bone Legplates,132453
Reap and Sow,144364
Recurrent Ritual,132393
Rethu's Incessant Courage,146667
Rhonin's Assaulting Armwraps,132413
Roar of the Seven Lions,137080
Roots of Shaladrassil,132466
Runemaster's Pauldrons,137071
Sacrolash's Dark Strike,132378
Sal'salabim's Lost Tunic,137016
Saruan's Resolve,144275
Scarlet Inquisitor's Expurgation,151813
Seal of Necrofantasia,137223
Sephuz's Secret,132452
Service of Gorefiend,132367
Shackles of Bryndaor,132365
Shadow Satyr's Walk,137032
Shard of the Exodar,132410
Shattered Fragments of Sindragosa,151810
Shelter of Rin,144340
Shivarran Symmetry,141321
Sin'dorei Spite,132379
Skjoldr` Sanctuary of Ivagont,132436
Skullflower's Haemostasis,144281
Skysec's Hold,137025
Smoldering Heart,151819
Soul of the Archdruid,151636
Soul of the Archmage,151642
Soul of the Battlelord,151650
Soul of the Deathlord,151640
Soul of the Farseer,151647
Soul of the Grandmaster,151643
Soul of the High Priest,151646
Soul of the Highlord,151644
Soul of the Huntmaster,151641
Soul of the Netherlord,151649
Soul of the Shadowblade,150936
Soul of the Slayer,151639
Soulflayer's Corruption,151795
Spirit of the Darkness Flame,144292
Spiritual Journey,138117
Storm Tempests,137103
Stormstout's Last Gasp,151788
Streten's Sleepless Shackles,132381
Tak'theritrix's Shoulderpads,137075
Tearstone of Elune,137042
The Alabaster Lady,151787
The Apex Predator's Claw,137382
The Curse of Restlessness,151817
The Dark Titan's Advice,137078
The Deceiver's Blood Pact,137035
The Defiler's Lost Vambraces,137091
The Dreadlord's Deceit,137021
The Emerald Dreamcatcher,137062
The Emperor's Capacitor,144239
The Empty Crown,151815
The First of the Dead,151818
The Great Storm's Eye,151823
The Instructor's Fourth Lesson,132448
The Mantle of Command,144326
The Master Harvester,151821
The Sentinel's Eternal Refuge,146669
The Shadow Hunter's Voodoo Mask,137064
The Topless Tower,151782
The Twins' Painful Touch,133973
The Walls Fell,137054
The Wildshaper's Clutch,137094
The Wind Blows,151811
Thraxi's Tricksy Treads,137031
Thundergod's Vigor,137089
Timeless Stratagem,143728
Toravon's Whiteout Bindings,132458
Tyelca` Ferren Marcus's Stature,137070
Tyr's Hand of Faith,137059
Ullr's Feather Snowshoes,137033
Uncertain Reminder,143732
Unison Spaulders,137073
Unseen Predator's Cloak,151807
Uther's Guard,137105
Uvanimor` the Unbeautiful,137037
Valarjar Berserkers,151824
Velen's Future Sight,144258
Vigilance Perch,146668
Wakener's Loyalty,144385
War Belt of the Sentinel Army,137081
Weight of the Earth,137077
Whisper of the Nathrezim,137020
Wilfred's Sigil of Superior Summoning,132369
Will of Valeera,137069
Xalan the Feared's Clench,132461
X'anshi` Shroud of Archbishop Benedictus,137109
X'oni's Caress,144242
Zann'esu Journey,133970
Zeks Exterminatus,144438
Zenk'aram` Iridi's Anadem,133971
Zevrim's Hunger,137055
Zoldyck Family Training Shackles,137098
Relinquished Arcane Relic,153059
Relinquished Blood Relic,153060
Relinquished Bracers,153206
Relinquished Chestguard,153208
Relinquished Cloak,153209
Relinquished Fel Relic,153061
Relinquished Fire Relic,153062
Relinquished Frost Relic,153063
Relinquished Gauntlets,153210
Relinquished Girdle,153205
Relinquished Holy Relic,153064
Relinquished Hood,153211
Relinquished Iron Relic,153065
Relinquished Leggings,153212
Relinquished Life Relic,153066
Relinquished Necklace,153213
Relinquished Ring,153214
Relinquished Shadow Relic,153067
Relinquished Spaulders,153215
Relinquished Storm Relic,153068
Relinquished Treads,153207
Relinquished Trinket,153216
Bracers of the Fierce Gladiator,149395
Brilliant Daybreak Aegis,152332
Brilliant Daybreak Blade,152337
Brilliant Eventide Aegis,152334
Brilliant Eventide Blade,152339
Chest of the Fierce Gladiator,149389
Cinch of the Fierce Gladiator,149393
Cloak of the Fierce Gladiator,149396
Gloves of the Fierce Gladiator,149392
Helm of the Fierce Gladiator,149388
Leggings of the Fierce Gladiator,149390
Lustrous Daybreak Aegis,152333
Lustrous Daybreak Blade,152336
Lustrous Daybreak Greatsword,152340
Lustrous Daybreak Staff,152342
Lustrous Eventide Aegis,152335
Lustrous Eventide Blade,152338
Lustrous Eventide Greatsword,152341
Lustrous Eventide Staff,152343
Pauldrons of the Fierce Gladiator,149391
Talisman of the Shal'dorei,141326
Treads of the Fierce Gladiator,149394
Soul of Frost,144227
7.2 QA Combat Test Relic Arcane 1,146735
7.2 QA Combat Test Relic Blood 1,146736
7.2 QA Combat Test Relic Fel 1,146737
7.2 QA Combat Test Relic Fire 1,146738
7.2 QA Combat Test Relic Frost 1,146739
7.2 QA Combat Test Relic Holy 1,146734
7.2 QA Combat Test Relic Iron 1,146740
7.2 QA Combat Test Relic Life 1,146741
7.2 QA Combat Test Relic Shadow 1,146742
7.2 QA Combat Test Relic Wind 1,146743
Bracers of the Cruel Gladiator,146824
Chest of the Cruel Gladiator,146818
Cinch of the Cruel Gladiator,146822
Cloak of the Cruel Gladiator,146825
Embroidered Lightforged Drape,152400
Gloves of the Cruel Gladiator,146821
Helm of the Cruel Gladiator,146817
Leggings of the Cruel Gladiator,146819
Pauldrons of the Cruel Gladiator,146820
Treads of the Cruel Gladiator,146823
Cloak of the Master at Arms,151298
Dignitary's Traveling Cloak,151306
Eredar Battle Cape,151634
Shroud of Eredar Nobility,151635
Bracers of the Ferocious Gladiator,146833
Chest of the Ferocious Gladiator,146827
Cinch of the Ferocious Gladiator,146831
Cloak of the Ferocious Gladiator,146834
Fierce Combatant's Necklace,153484
Gloves of the Ferocious Gladiator,146830
Helm of the Ferocious Gladiator,146826
Leggings of the Ferocious Gladiator,146828
Pauldrons of the Ferocious Gladiator,146829
Treads of the Ferocious Gladiator,146832
Acolyte's Abandoned Footwraps,147422
Apocron's Energy Core,147760
Archive of Faith,147006
Armbands of Crude Strategy,147747
Armet of the Rotten Mind,147063
Ashen Worldscorcher Gloves,147730
Azure Squallshaper's Helm,147049
Band of Dark Millennia,147766
Band of Rescinded Truths,147194
Barbaric Mindslaver,147003
Befouled Effigy of Elune,147086
Beguiling Revelation,147758
Belt of Screaming Slag,147055
Blackened Mask of Disgrace,146991
Blessing of the White Lady,147097
Blood of the Unworthy,147080
Bonemeal-Crusted Armplates,147073
Bonespur Studded Legwraps,147035
Boon of the Prophet,147099
Bracers of Rippling Darkness,147042
Braided Torture Lash,146998
Brand of Relentless Agony,147108
Brutallus's Wretched Heart,147755
Calcified Barnacle,147100
Cape of Mindless Fury,147193
Chalice of Moonlight,147005
Chaos-Calming Wristguards,147058
Charged Felfire Casing,147759
Charm of the Rising Tide,147002
Charred Hymnal of the Moon,147076
Chiseled Starlight,147101
Cinch of Sizzling Flesh,147039
Clasp of Burning Demise,147765
Cleansing Ignition Catalyst,147091
Cloak of Growing Mistrust,147764
Cloak of Stifling Brimstone,146984
Coral Band of the Abyss,147767
Cord of Pilfered Rosaries,147425
Cowl of Plumbed Depths,147731
Cradle of Anguish,147010
Crashing Ember,147756
Crown of Discarded Hope,147050
Crown of the Arcane Tempest,147147
Cuffs of Fearful Service,147735
Cuirass of Blinding Dawn,147068
Demonbane Faceguard,147130
Demonbane Gauntlets,147129
Demonbane Harness,147127
Demonbane Leggings,147131
Demonbane Shoulderpads,147132
Demonbane Shroud,147128
Diabolic Gloves,147182
Diabolic Helm,147183
Diabolic Leggings,147184
Diabolic Mantle,147186
Diabolic Robe,147185
Diabolic Shroud,147181
Diadem of the Highborne,147064
Dockthrasher Cinch,147736
Doom-Herald's Footpads,147738
Doomsayer's Ritualistic Vestment,147733
Drape of the Arcane Tempest,147145
Drape of the Skybreaker,147176
Dripping Arcfin Shoulderpads,147037
Dusk-Crusher Handguards,147061
Emberscatter Treads,146986
Engine of Eradication,147015
Etched Bone Waistband,147040
Fanged Slayer's Chestguard,147169
Fanged Slayer's Handguards,147171
Fanged Slayer's Helm,147172
Fanged Slayer's Legguards,147173
Fanged Slayer's Shoulderpads,147174
Fanged Slayer's Shroud,147170
Fel-Flecked Grips,146989
Felscape Pathfinders,147030
Felsoul Vortex,147112
Fel-Stippled Legguards,147036
Ferocity of the Devout,147089
Feverish Carapace,147022
Flawless Hurricane Pearl,147113
Flesh-Raking Leggings,147051
Fragment of Grace,147098
Gauntlets of Dreadful Tenacity,147748
Gauntlets of Spiteful Haunting,147047
Girdle of the Crumbling Sanctum,147429
Glacier Walkers,147029
Glistening Seaspray Legguards,147746
Globe of Frothing Eddies,147093
Globule of Submersion,147757
Gloves of Blind Absolution,147164
Gloves of Furtive Oppression,146988
Gloves of the Arcane Tempest,147146
Gloves of Wayward Compulsions,147032
Glowing Prayer Candle,147106
Gory Dreadlord Horn,147754
Grave-Dredged Pauldrons,147070
Gravewarden Chestplate,147121
Gravewarden Cloak,147122
Gravewarden Handguards,147123
Gravewarden Legplates,147125
Gravewarden Pauldrons,147126
Gravewarden Visage,147124
Greaves of Impure Midnight,147066
Grimacing Highborne Skull,147110
Grips of the Skybreaker,147177
Groundshatter Gauntlets,147062
Hammer of Vigilance,151524
Harjatan's Leering Eye,147109
Harness of Devouring Flame,147743
Harness of the Skybreaker,147175
Hauberk of Frozen Mist,147043
Helmet of the Skybreaker,147178
Hide of the Abyssal Behemoth,147028
Hood of Blind Absolution,147165
Hundred-Fathom Veil,146990
Ice-Threaded Conch,147092
Icon of Perverse Animation,147104
Imploding Infernal Star,147084
Inexorable Truth Serum,147077
Infernal Cinders,147009
Inquisition's Master Key,147096
Insulated Finpads,147045
Iron Ballast Sabatons,147059
Lava-Slough Legguards,147065
Leggings of Blind Absolution,147166
Leggings of Divine Portents,146993
Leggings of Echoing Calamity,147732
Leggings of the Arcane Tempest,147148
Legguards of Siphoned Power,147052
Legguards of the Skybreaker,147179
Legguards of Unholy Disdain,147741
Legwraps of Fused Loathing,146992
Leviathan's Hunger,147023
Locket of Splintered Souls,147014
Lunar-Wrath Headgear,147033
Malicious Zealot's Legplates,147750
Man'ari Blood Pact,147082
Mantle of Blind Absolution,147168
Mantle of Broken Spirits,146996
Mantle of the Arcane Tempest,147150
Mantle of Waning Radiance,147054
Moonfire Stranglers,147031
Moontalon's Feather,147105
Mote of Astral Suffusion,147078
Mutated Nautilus,147085
Oathbreaker's Cuffs,147001
Pain-Singed Armguards,147057
Pauldrons of the Engulfing Tide,147752
Pauldrons of the Gibbering Eye,147053
Pauldrons of the Skybreaker,147180
Plague-Resistant Headcover,147740
Polished Felfury Helmet,147749
Preserved Starlight Incense,147114
Pristine Moon-Wrought Clasp,147427
Pungent Chum,147081
